job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_solve_time,pp_crab_solve_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
string_new_from_string,TRUE,1301,1057,183,1298,12,25,n/a,n/a,0.03,0.01,n/a,n/a,1.30,1.24,n/a,n/a,0.01,0.02,1.31
string_destroy,TRUE,713,674,35,228,2,3,n/a,n/a,0.01,0.01,n/a,n/a,0.06,0.04,n/a,n/a,n/a,0.01,0.07
string_destroy_secure,TRUE,900,802,66,962,5,4,n/a,n/a,0.01,0.01,n/a,n/a,0.43,0.40,n/a,n/a,0.01,0.02,0.44
priority_queue_size,TRUE,3492,2296,795,3075,n/a,181,n/a,n/a,0.16,0.08,n/a,n/a,0.51,0.24,n/a,n/a,0.01,0.02,0.56
priority_queue_capacity,TRUE,3521,2292,791,3055,n/a,181,n/a,n/a,0.15,0.08,n/a,n/a,0.74,0.46,n/a,n/a,0.01,0.02,0.79
priority_queue_top,TRUE,3661,2368,817,3156,n/a,188,n/a,n/a,0.16,0.10,n/a,n/a,0.57,0.25,n/a,n/a,0.01,0.02,0.62
priority_queue_init_static,TRUE,2080,1243,267,986,n/a,71,n/a,n/a,0.04,0.03,n/a,n/a,0.15,0.06,n/a,n/a,0.01,0.01,0.18
priority_queue_init_dynamic,TRUE,2486,1343,349,1300,n/a,94,n/a,n/a,0.10,0.05,n/a,n/a,0.30,0.10,n/a,n/a,0.01,0.02,0.35
priority_queue_clean_up,TRUE,2022,1407,278,1111,n/a,60,n/a,n/a,0.05,0.03,n/a,n/a,0.11,0.01,n/a,n/a,n/a,0.01,0.13
ring_buffer_clean_up,TRUE,1334,1030,150,602,n/a,30,n/a,n/a,0.03,0.01,n/a,n/a,0.07,0.01,n/a,n/a,0.01,0.01,0.08
ring_buffer_init,TRUE,1253,956,158,602,n/a,29,n/a,n/a,0.04,0.02,n/a,n/a,0.14,0.06,n/a,n/a,0.01,0.02,0.16
priority_queue_s_swap,TRUE,4252,3165,1017,4819,28,195,n/a,n/a,0.29,0.15,n/a,n/a,20.80,20.22,n/a,n/a,0.01,0.08,20.87
priority_queue_s_sift_up,n/a,4903,7848,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
priority_queue_s_sift_down,n/a,5104,8244,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
priority_queue_s_sift_either,TRUE,6268,4498,1533,7255,39,298,n/a,n/a,0.50,0.20,n/a,n/a,1.77,0.80,n/a,n/a,0.01,0.18,1.86
priority_queue_s_remove_node,TRUE,5890,4018,1414,7065,27,287,n/a,n/a,0.40,0.19,n/a,n/a,3.10,2.22,n/a,n/a,0.01,0.20,3.18
priority_queue_remove,TRUE,7218,3551,1363,5146,4,293,n/a,n/a,0.42,0.17,n/a,n/a,2.38,1.68,n/a,n/a,0.01,0.04,2.44
priority_queue_pop,TRUE,7113,3641,1464,5553,4,300,n/a,n/a,0.23,0.11,n/a,n/a,1.78,1.36,n/a,n/a,0.01,0.03,1.85
priority_queue_push,TRUE,5094,3453,1073,5636,9,218,n/a,n/a,0.28,0.13,n/a,n/a,3.93,2.97,n/a,n/a,0.01,0.48,3.99
priority_queue_push_ref,TRUE,5115,3469,1074,5649,9,218,n/a,n/a,0.26,0.13,n/a,n/a,3.82,2.88,n/a,n/a,0.01,0.47,3.88
ring_buffer_release,TRUE,4512,3263,704,2643,n/a,137,n/a,n/a,0.19,0.07,n/a,n/a,10.46,10.14,n/a,n/a,0.01,0.02,10.50
ring_buffer_acquire,TRUE,5754,3894,920,3506,n/a,186,n/a,n/a,0.30,0.11,n/a,n/a,24.34,23.86,n/a,n/a,0.01,0.03,24.40
ring_buffer_buf_belongs_to_pool,TRUE,3626,2725,744,2831,n/a,145,n/a,n/a,0.15,0.08,n/a,n/a,15.70,15.42,n/a,n/a,0.01,0.02,15.75
ring_buffer_acquire_up_to,TRUE,5865,3915,939,3602,n/a,193,n/a,n/a,0.26,0.10,n/a,n/a,4.93,4.48,n/a,n/a,0.01,0.03,4.99
hash_table_foreach_deep_loose,TRUE,2450,4188,1456,13940,61,201,n/a,n/a,0.76,0.24,n/a,n/a,61.40,55.53,n/a,n/a,0.01,4.54,61.52
hash_table_foreach_deep_precise,TRUE,2600,4402,1549,14270,63,218,n/a,n/a,0.80,0.23,n/a,n/a,39.00,33.07,n/a,n/a,0.01,4.53,39.10
huffman_test_transitive,TRUE,4982,2428,1360,7054,12,311,n/a,n/a,0.19,0.10,n/a,n/a,0.58,0.06,n/a,n/a,0.01,0.14,0.64
huffman_test_transitive_chunked,TRUE,5271,3388,1226,5962,14,263,n/a,n/a,0.27,0.16,n/a,n/a,1.26,0.43,n/a,n/a,0.01,0.29,1.34
profile_collection_new_from_buffer,TRUE,27725,22508,9408,256964,791,841,n/a,n/a,13.67,9.64,n/a,n/a,91.03,1.84,n/a,n/a,0.01,49.60,92.89
pem_objects_init_from_file_contents,TRUE,16106,2737,417,1765,n/a,79,n/a,n/a,0.04,0.03,n/a,n/a,0.38,0.25,n/a,n/a,0.01,0.03,0.40
sanitize_pem,TRUE,6013,1606,283,1197,7,53,n/a,n/a,0.04,0.02,n/a,n/a,0.11,0.05,n/a,n/a,0.01,0.01,0.13
input_stream_from_cursor,TRUE,3072,2351,373,1545,8,84,n/a,n/a,0.08,0.04,n/a,n/a,0.26,0.09,n/a,n/a,0.01,0.03,0.29
der,TRUE,24328,12125,3955,59017,361,612,n/a,n/a,1.89,1.17,n/a,n/a,81.17,28.17,n/a,n/a,0.01,40.98,81.60
ecc,n/a,14223,6830,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rsa,n/a,15226,12284,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
sha1,TRUE,5541,8078,3522,14075,n/a,700,n/a,n/a,0.99,0.38,n/a,n/a,4.90,3.29,n/a,n/a,0.01,0.08,5.06
sha256,TRUE,5536,8037,3505,14012,n/a,695,n/a,n/a,0.92,0.37,n/a,n/a,6.97,5.43,n/a,n/a,0.01,0.08,7.15
sha256_hmac,TRUE,4815,4052,970,4054,n/a,170,n/a,n/a,0.11,0.04,n/a,n/a,1.33,1.11,n/a,n/a,0.01,0.03,1.37
