job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_solve_time,pp_crab_solve_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
string_eq_ignore_case,TRUE,1123,1470,410,4957,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.03,0.89,n/a,n/a,0.00,0.08,1.06
string_new_from_array,TRUE,1132,931,124,971,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.35,1.32,n/a,n/a,0.00,0.01,1.36
string_new_from_c_str,TRUE,2013,1832,384,1667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.20,0.15,n/a,n/a,0.00,0.02,0.21
string_new_from_string,TRUE,1301,1057,183,1298,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.05,1.03,n/a,n/a,0.00,0.02,1.07
string_destroy,TRUE,713,674,35,228,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.02,n/a,n/a,n/a,0.00,0.03
string_destroy_secure,TRUE,900,802,66,964,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.33,0.30,n/a,n/a,0.00,0.01,0.34
priority_queue_size,TRUE,3492,2296,795,3075,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.54,0.50,n/a,n/a,0.00,0.02,0.57
priority_queue_capacity,TRUE,3521,2292,791,3055,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.44,0.41,n/a,n/a,0.00,0.01,0.47
priority_queue_top,TRUE,3661,2368,817,3156,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.50,0.42,n/a,n/a,0.00,0.02,0.53
priority_queue_init_static,TRUE,2080,1243,267,986,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.06,0.05,n/a,n/a,0.00,0.00,0.08
priority_queue_init_dynamic,TRUE,2486,1343,349,1300,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.05,n/a,n/a,0.00,0.01,0.09
priority_queue_clean_up,TRUE,2022,1407,278,1111,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03,0.01,n/a,n/a,n/a,0.01,0.05
ring_buffer_clean_up,TRUE,1334,1030,150,602,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.01,n/a,n/a,0.00,0.00,0.04
ring_buffer_init,TRUE,1253,956,158,602,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,0.03,n/a,n/a,0.00,0.00,0.06
priority_queue_s_swap,TRUE,4252,3165,1017,4819,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.46,17.35,n/a,n/a,0.00,0.06,17.49
priority_queue_s_sift_up,n/a,4903,7848,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
priority_queue_s_sift_down,n/a,5104,8244,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
priority_queue_s_sift_either,TRUE,6268,4498,1533,7255,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.93,0.73,n/a,n/a,0.00,0.13,0.97
priority_queue_s_remove_node,TRUE,5890,4018,1414,7065,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.08,1.85,n/a,n/a,0.00,0.16,2.12
priority_queue_remove,TRUE,7218,3551,1363,5146,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.57,1.51,n/a,n/a,0.00,0.02,1.61
priority_queue_pop,TRUE,7113,3641,1464,5553,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.35,1.29,n/a,n/a,0.00,0.02,1.38
priority_queue_push,TRUE,5094,3453,1073,5660,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.50,1.66,n/a,n/a,0.00,0.74,2.53
priority_queue_push_ref,TRUE,5115,3469,1074,5649,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.26,2.80,n/a,n/a,0.00,0.39,3.30
ring_buffer_release,TRUE,4512,3263,704,2643,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.62,9.57,n/a,n/a,0.00,0.01,9.65
ring_buffer_acquire,TRUE,5754,3894,920,3506,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.80,23.75,n/a,n/a,0.00,0.02,23.83
ring_buffer_buf_belongs_to_pool,TRUE,3626,2725,744,2831,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.54,15.50,n/a,n/a,0.00,0.01,15.57
ring_buffer_acquire_up_to,TRUE,5865,3915,939,3602,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.71,4.65,n/a,n/a,0.00,0.02,4.75
hash_table_foreach_deep_loose,TRUE,2450,4188,1456,13940,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.59,55.37,n/a,n/a,0.00,3.94,59.65
hash_table_foreach_deep_precise,TRUE,2600,4402,1549,14270,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.83,34.64,n/a,n/a,0.00,4.89,39.90
huffman_test_transitive,TRUE,4982,2428,1360,7054,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.27,0.06,n/a,n/a,0.00,0.13,0.31
huffman_test_transitive_chunked,TRUE,5271,3388,1226,5968,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.79,0.46,n/a,n/a,0.00,0.25,0.83
profile_collection_new_from_buffer,TRUE,27725,22508,9408,258516,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58.34,1.76,n/a,n/a,0.00,42.38,58.79
pem_objects_init_from_file_contents,TRUE,16106,2737,417,1765,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.21,0.17,n/a,n/a,0.00,0.02,0.23
sanitize_pem,TRUE,6013,1606,283,1197,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.14,0.09,n/a,n/a,0.00,0.01,0.15
input_stream_from_cursor,TRUE,3072,2351,373,1545,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.13,0.08,n/a,n/a,0.00,0.03,0.15
der,TRUE,24328,12125,3955,59017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,71.92,24.76,n/a,n/a,0.00,40.29,72.13
ecc,TRUE,14223,6830,1926,10061,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.38,0.01,n/a,n/a,0.00,0.17,0.43
rsa,n/a,15226,12284,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
sha1,TRUE,5541,8078,3522,14075,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.59,3.43,n/a,n/a,0.00,0.05,3.68
sha256,TRUE,5536,8037,3505,14012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.87,5.68,n/a,n/a,0.00,0.07,5.96
sha256_hmac,TRUE,4815,4052,970,4054,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.21,1.15,n/a,n/a,0.00,0.03,1.26
